"installation_cost","cumcap","year","prog"
"1930",1331.55884277344,26737.3231323242,"2100","IPCC (2014)"
"1931",8536.52735351562,21.8054370117188,"2010","IPCC (2014)"
"1932",5588.86430664062,144.442069824219,"2020","IPCC (2014)"
"1933",2688.00024414062,1228.83988232422,"2030","IPCC (2014)"
"1934",1723.90610595703,3521.72838232422,"2040","IPCC (2014)"
"1935",1526.52777099609,6304.97013232422,"2050","IPCC (2014)"
"1936",1446.06752929687,9430.25813232422,"2060","IPCC (2014)"
"1937",1404.28700195312,13082.7171323242,"2070","IPCC (2014)"
"1938",1381.12762939453,17304.5411323242,"2080","IPCC (2014)"
"1939",1367.89814697266,22118.7771323242,"2090","IPCC (2014)"
"1940",1359.81719238281,27524.7531323242,"2100","IPCC (2014)"
"1941",8536.52735351562,21.8037084960938,"2010","IPCC (2014)"
"1942",5513.48834960937,162.970382324219,"2020","IPCC (2014)"
"1943",2848.88039550781,899.552882324219,"2030","IPCC (2014)"
"1944",1779.99110839844,2596.20213232422,"2040","IPCC (2014)"
"1945",1512.82280273437,5093.30313232422,"2050","IPCC (2014)"
"1946",1431.2501171875,8169.99013232422,"2060","IPCC (2014)"
"1947",1389.50617675781,11778.8621323242,"2070","IPCC (2014)"
"1948",1366.22249511719,15800.2361323242,"2080","IPCC (2014)"
"1949",1352.76657714844,20399.4931323242,"2090","IPCC (2014)"
"1950",1344.81108398437,25629.4551323242,"2100","IPCC (2014)"
"1951",8536.52735351562,21.2255151367188,"2010","IPCC (2014)"
"1952",6533.86799804688,112.211210449219,"2020","IPCC (2014)"
"1953",4230.53795898438,500.399288574219,"2030","IPCC (2014)"
"1954",2971.95733398438,1410.94200732422,"2040","IPCC (2014)"
"1955",2648.74911132812,2632.45413232422,"2050","IPCC (2014)"
"1956",2552.91501953125,4150.68563232422,"2060","IPCC (2014)"
"1957",2512.15604492188,5845.77513232422,"2070","IPCC (2014)"
"1958",2487.98707519531,7770.05963232422,"2080","IPCC (2014)"
"1959",2472.28149414062,9975.43913232422,"2090","IPCC (2014)"
"1960",2461.22216308594,12272.7541323242,"2100","IPCC (2014)"
"1961",3315.86018,39.34,"2010","IPCC (2014)"
"1962",3921.37364,78.189,"2015","IPCC (2014)"
"1963",3921.33942,78.196,"2020","IPCC (2014)"
"1964",3921.29222,78.205,"2025","IPCC (2014)"
"1965",3921.24148,78.215,"2030","IPCC (2014)"
"1966",3920.96418,78.269,"2035","IPCC (2014)"
"1967",3918.04486,78.839,"2040","IPCC (2014)"
"1968",3912.71952,79.894,"2045","IPCC (2014)"
"1969",3909.66686,80.507,"2050","IPCC (2014)"
"1970",3907.50156,80.866,"2060","IPCC (2014)"
"1971",3902.5609,81.96,"2070","IPCC (2014)"
"1972",3897.28512,83.063,"2080","IPCC (2014)"
"1973",3895.66262,83.406,"2090","IPCC (2014)"
"1974",3892.43532,84.094,"2100","IPCC (2014)"
"1975",3315.86018,39.34,"2010","IPCC (2014)"
"1976",3921.37364,78.189,"2015","IPCC (2014)"
"1977",3921.37364,78.189,"2020","IPCC (2014)"
"1978",3921.3642,78.191,"2025","IPCC (2014)"
"1979",3921.32408,78.199,"2030","IPCC (2014)"
"1980",3921.258,78.212,"2035","IPCC (2014)"
"1981",3919.41602,78.571,"2040","IPCC (2014)"
"1982",3912.97204,79.843,"2045","IPCC (2014)"
"1983",3907.63844,80.918,"2050","IPCC (2014)"
"1984",3905.3929,81.352,"2060","IPCC (2014)"
"1985",3900.42392,82.404,"2070","IPCC (2014)"
"1986",3892.5427,84.071,"2080","IPCC (2014)"
"1987",3889.2033,84.792,"2090","IPCC (2014)"
"1988",3884.8019,85.755,"2100","IPCC (2014)"
"1989",3315.86018,39.34,"2010","IPCC (2014)"
"1990",2501.68496,120.602,"2015","IPCC (2014)"
"1991",2052.8283,275.761,"2020","IPCC (2014)"
"1992",1694.58384,664.755,"2025","IPCC (2014)"
"1993",1450.47842,1490.066,"2030","IPCC (2014)"
"1994",1297.20704,2882.154,"2035","IPCC (2014)"
"1995",1201.02524,4808.188,"2040","IPCC (2014)"
"1996",1138.5525,7113.091,"2045","IPCC (2014)"
"1997",1096.17162,9613.904,"2050","IPCC (2014)"
"1998",1037.5681,14860.503,"2060","IPCC (2014)"
"1999",1006.45858,20817.855,"2070","IPCC (2014)"
"2000",978.05952,28038.704,"2080","IPCC (2014)"
"2001",958.0066,35342.245,"2090","IPCC (2014)"
"2002",944.49206,41797.448,"2100","IPCC (2014)"
"2003",3315.86018,39.34,"2010","IPCC (2014)"
"2004",2746.91138,82.896,"2015","IPCC (2014)"
"2005",2601.5873,102.994,"2020","IPCC (2014)"
"2006",2318.26104,164.7,"2025","IPCC (2014)"
"2007",1965.92484,333.517,"2030","IPCC (2014)"
"2008",1660.19982,735.124,"2035","IPCC (2014)"
"2009",1439.83364,1552.574,"2040","IPCC (2014)"
"2010",1291.64098,2961.541,"2045","IPCC (2014)"
"2011",1191.36104,5090.582,"2050","IPCC (2014)"
"2012",1059.45002,11818.102,"2060","IPCC (2014)"
"2013",999.3066,22372.209,"2070","IPCC (2014)"
"2014",952.71194,37697.651,"2080","IPCC (2014)"
"2015",922.6774,56104.206,"2090","IPCC (2014)"
"2016",902.80384,75630.991,"2100","IPCC (2014)"
"2017",3315.86018,39.34,"2010","IPCC (2014)"
"2018",3921.37364,78.189,"2015","IPCC (2014)"
"2019",3921.32762,78.199,"2020","IPCC (2014)"
"2020",3921.27688,78.208,"2025","IPCC (2014)"
"2021",3921.2285,78.218,"2030","IPCC (2014)"
"2022",3921.18366,78.226,"2035","IPCC (2014)"
"2023",3919.75822,78.504,"2040","IPCC (2014)"
"2024",3914.43524,79.552,"2045","IPCC (2014)"
"2025",3909.3282,80.575,"2050","IPCC (2014)"
"2026",3907.52752,80.93,"2060","IPCC (2014)"
"2027",3903.08954,81.851,"2070","IPCC (2014)"
"2028",3896.89808,83.144,"2080","IPCC (2014)"
"2029",3894.22538,83.711,"2090","IPCC (2014)"
"2030",3890.17208,84.582,"2100","IPCC (2014)"
"2031",3315.86018,39.34,"2010","IPCC (2014)"
"2032",2702.41948,88.465,"2015","IPCC (2014)"
"2033",2466.0525,127.828,"2020","IPCC (2014)"
"2034",2124.71036,237.699,"2025","IPCC (2014)"
"2035",1784.81254,518.624,"2030","IPCC (2014)"
"2036",1522.21298,1146.399,"2035","IPCC (2014)"
"2037",1340.46112,2353.649,"2040","IPCC (2014)"
"2038",1219.00962,4336.888,"2045","IPCC (2014)"
"2039",1136.63972,7205.56,"2050","IPCC (2014)"
"2040",1029.50988,15497.733,"2060","IPCC (2014)"
"2041",982.05618,26834.358,"2070","IPCC (2014)"
"2042",944.23128,41937.682,"2080","IPCC (2014)"
"2043",918.13794,59897.49,"2090","IPCC (2014)"
"2044",899.64262,79559.158,"2100","IPCC (2014)"
"2045",3315.86018,39.34,"2010","IPCC (2014)"
"2046",3921.37364,78.189,"2015","IPCC (2014)"
"2047",3921.34886,78.194,"2020","IPCC (2014)"
"2048",3921.3052,78.203,"2025","IPCC (2014)"
"2049",3921.26154,78.211,"2030","IPCC (2014)"
"2050",3921.20844,78.221,"2035","IPCC (2014)"
"2051",3919.36292,78.581,"2040","IPCC (2014)"
"2052",3912.7797,79.881,"2045","IPCC (2014)"
"2053",3907.05316,81.037,"2050","IPCC (2014)"
"2054",3904.0536,81.604,"2060","IPCC (2014)"
"2055",3898.29874,82.849,"2070","IPCC (2014)"
"2056",3888.66404,84.909,"2080","IPCC (2014)"
"2057",3883.94168,85.945,"2090","IPCC (2014)"
"2058",3878.80278,87.092,"2100","IPCC (2014)"
"2059",3315.86018,39.34,"2010","IPCC (2014)"
"2060",2787.63082,78.189,"2015","IPCC (2014)"
"2061",2784.43774,78.546,"2020","IPCC (2014)"
"2062",2739.11394,83.839,"2025","IPCC (2014)"
"2063",2551.2367,111.415,"2030","IPCC (2014)"
"2064",2197.35352,206.038,"2035","IPCC (2014)"
"2065",1825.32312,467.026,"2040","IPCC (2014)"
"2066",1541.41748,1072.95,"2045","IPCC (2014)"
"2067",1349.40198,2261.171,"2050","IPCC (2014)"
"2068",1122.86204,7109.744,"2060","IPCC (2014)"
"2069",1035.4618,15825.758,"2070","IPCC (2014)"
"2070",973.31356,29566.402,"2080","IPCC (2014)"
"2071",935.6456,46920.265,"2090","IPCC (2014)"
"2072",911.97834,65625.514,"2100","IPCC (2014)"
"2073",3315.86018,39.34,"2010","IPCC (2014)"
"2074",2761.36756,81.185,"2015","IPCC (2014)"
"2075",2643.11032,96.662,"2020","IPCC (2014)"
"2076",2369.63706,150.459,"2025","IPCC (2014)"
"2077",2000.78558,308.563,"2030","IPCC (2014)"
"2078",1672.26886,709.324,"2035","IPCC (2014)"
"2079",1436.25588,1574.381,"2040","IPCC (2014)"
"2080",1280.21858,3134.045,"2045","IPCC (2014)"
"2081",1177.17508,5547.548,"2050","IPCC (2014)"
"2082",1047.99458,13050.001,"2060","IPCC (2014)"
"2083",992.56644,23985.62,"2070","IPCC (2014)"
"2084",948.36364,39794.685,"2080","IPCC (2014)"
"2085",918.5002,59582.356,"2090","IPCC (2014)"
"2086",898.85202,80584.774,"2100","IPCC (2014)"
"2087",3315.86018,39.34,"2010","IPCC (2014)"
"2088",2787.62846,78.19,"2015","IPCC (2014)"
"2089",2787.53052,78.201,"2020","IPCC (2014)"
"2090",2787.43494,78.211,"2025","IPCC (2014)"
"2091",2787.34526,78.221,"2030","IPCC (2014)"
"2092",2782.68426,78.743,"2035","IPCC (2014)"
"2093",2740.8922,83.623,"2040","IPCC (2014)"
"2094",2571.71678,107.885,"2045","IPCC (2014)"
"2095",2229.6985,193.742,"2050","IPCC (2014)"
"2096",1508.88606,1008.838,"2060","IPCC (2014)"
"2097",1225.6896,4177.844,"2070","IPCC (2014)"
"2098",1071.21108,11674.027,"2080","IPCC (2014)"
"2099",990.93804,24399.169,"2090","IPCC (2014)"
"2100",947.13054,40417.85,"2100","IPCC (2014)"
"2101",3317.393,39.268,"2010","IPCC (2014)"
"2102",2788.5465,78.087,"2015","IPCC (2014)"
"2103",2781.86888,78.834,"2020","IPCC (2014)"
"2104",2717.74296,86.494,"2025","IPCC (2014)"
"2105",2494.98728,121.918,"2030","IPCC (2014)"
"2106",2125.239,237.446,"2035","IPCC (2014)"
"2107",1764.85048,546.899,"2040","IPCC (2014)"
"2108",1498.71328,1245.877,"2045","IPCC (2014)"
"2109",1320.41174,2580.616,"2050","IPCC (2014)"
"2110",1109.45134,7846.857,"2060","IPCC (2014)"
"2111",1027.89682,16954.9,"2070","IPCC (2014)"
"2112",969.7889,30775.578,"2080","IPCC (2014)"
"2113",933.9523,47997.514,"2090","IPCC (2014)"
"2114",910.99658,66606.939,"2100","IPCC (2014)"
"2115",3317.74582,39.251,"2010","IPCC (2014)"
"2116",2503.14698,120.316,"2015","IPCC (2014)"
"2117",2188.65338,209.521,"2020","IPCC (2014)"
"2118",2046.67224,279.389,"2025","IPCC (2014)"
"2119",1964.27992,334.76,"2030","IPCC (2014)"
"2120",1896.61282,391.81,"2035","IPCC (2014)"
"2121",1827.63356,464.296,"2040","IPCC (2014)"
"2122",1720.05296,618.393,"2045","IPCC (2014)"
"2123",1577.24228,952.105,"2050","IPCC (2014)"
"2124",1283.15678,2745.921,"2060","IPCC (2014)"
"2125",1138.69882,7106.088,"2070","IPCC (2014)"
"2126",1037.68846,15512.886,"2080","IPCC (2014)"
"2127",977.85892,28101.027,"2090","IPCC (2014)"
"2128",942.18044,43059.334,"2100","IPCC (2014)"
"2129",3317.02602,39.285,"2010","IPCC (2014)"
"2130",2521.32016,116.847,"2015","IPCC (2014)"
"2131",2231.2974,193.159,"2020","IPCC (2014)"
"2132",2138.97302,230.995,"2025","IPCC (2014)"
"2133",2135.5168,232.597,"2030","IPCC (2014)"
"2134",2116.13766,241.854,"2035","IPCC (2014)"
"2135",2046.55542,279.458,"2040","IPCC (2014)"
"2136",1896.57624,391.845,"2045","IPCC (2014)"
"2137",1689.57474,674.421,"2050","IPCC (2014)"
"2138",1308.19756,2393.542,"2060","IPCC (2014)"
"2139",1145.28794,6800.162,"2070","IPCC (2014)"
"2140",1039.30388,15291.21,"2080","IPCC (2014)"
"2141",978.12442,28018.663,"2090","IPCC (2014)"
"2142",941.90786,43211.552,"2100","IPCC (2014)"
"2143",2649.37221657296,37.5368504512117,"2010","IPCC (2014)"
"2144",1781.0026832826,164.46868480438,"2015","IPCC (2014)"
"2145",1618.58709993445,232.644839451667,"2020","IPCC (2014)"
"2146",1494.03512598564,310.660940014512,"2025","IPCC (2014)"
"2147",1380.62584866283,412.825002353739,"2030","IPCC (2014)"
"2148",1181.89416399816,717.267982434036,"2035","IPCC (2014)"
"2149",1057.69713809629,1069.79132437593,"2040","IPCC (2014)"
"2150",966.461428438139,1479.15464444574,"2045","IPCC (2014)"
"2151",892.651538394597,1966.76955283689,"2050","IPCC (2014)"
"2152",885,2567.35831006159,"2055","IPCC (2014)"
"2153",885,3104.00140911515,"2060","IPCC (2014)"
"2154",885,3659.381288316,"2065","IPCC (2014)"
"2155",885,4221.93165343485,"2070","IPCC (2014)"
"2156",885,4805.65127733484,"2075","IPCC (2014)"
"2157",885,5399.67571777644,"2080","IPCC (2014)"
"2158",885,6020.45470553657,"2085","IPCC (2014)"
"2159",885,6673.04684552808,"2090","IPCC (2014)"
"2160",885,7388.28418640821,"2095","IPCC (2014)"
"2161",885,8185.3722210952,"2100","IPCC (2014)"
"2162",2649.33472056808,37.5389000359251,"2010","IPCC (2014)"
"2163",1779.13137799503,165.098666816152,"2015","IPCC (2014)"
"2164",1599.77005441194,242.694989854462,"2020","IPCC (2014)"
"2165",1440.83763411924,354.023711734817,"2025","IPCC (2014)"
"2166",1299.5193736219,513.197988838745,"2030","IPCC (2014)"
"2167",1175.09434361448,736.480306465295,"2035","IPCC (2014)"
"2168",1063.7611887577,1052.15417090087,"2040","IPCC (2014)"
"2169",964.73345380894,1492.81171647593,"2045","IPCC (2014)"
"2170",886.24719108349,2022.31976337351,"2050","IPCC (2014)"
"2171",885,2722.69671523754,"2055","IPCC (2014)"
"2172",885,3311.36824704239,"2060","IPCC (2014)"
"2173",885,3905.39681729524,"2065","IPCC (2014)"
"2174",885,4518.97347928002,"2070","IPCC (2014)"
"2175",885,5146.72184978704,"2075","IPCC (2014)"
"2176",885,5769.43437759747,"2080","IPCC (2014)"
"2177",885,6394.43920846265,"2085","IPCC (2014)"
"2178",885,7035.2331026734,"2090","IPCC (2014)"
"2179",885,7699.97846285129,"2095","IPCC (2014)"
"2180",885,8399.76756998915,"2100","IPCC (2014)"
"2181",2649.33472056808,37.5389000359251,"2010","IPCC (2014)"
"2182",1781.43765238321,164.322684170571,"2015","IPCC (2014)"
"2183",1556.45966571927,267.999473359302,"2020","IPCC (2014)"
"2184",1418.81704063188,374.213022423678,"2025","IPCC (2014)"
"2185",1280.63398848837,540.908976145975,"2030","IPCC (2014)"
"2186",1183.81991395008,717.232689631829,"2035","IPCC (2014)"
"2187",1110.80966922626,901.00332568734,"2040","IPCC (2014)"
"2188",1048.41583989278,1108.26143993966,"2045","IPCC (2014)"
"2189",984.789648810767,1386.70170923562,"2050","IPCC (2014)"
"2190",934.096772547856,1675.39309204341,"2055","IPCC (2014)"
"2191",885,2078.41452884691,"2060","IPCC (2014)"
"2192",885,2692.15598971975,"2065","IPCC (2014)"
"2193",885,3355.79421465205,"2070","IPCC (2014)"
"2194",885,4005.39783950957,"2075","IPCC (2014)"
"2195",885,4734.84991982276,"2080","IPCC (2014)"
"2196",885,5530.24236052367,"2085","IPCC (2014)"
"2197",885,6399.28205315383,"2090","IPCC (2014)"
"2198",885,7339.51236694215,"2095","IPCC (2014)"
"2199",885,8338.83423702485,"2100","IPCC (2014)"
"2200",2527.98608110863,88.1791760413348,"2025","IPCC (2014)"
"2201",2126.47514300842,1501.32590370142,"2030","IPCC (2014)"
"2202",1504.63643693418,8282.89392687427,"2040","IPCC (2014)"
"2203",1064.640146307,21139.2402661078,"2050","IPCC (2014)"
"2204",2126.47514300842,50.2268586731443,"2030","IPCC (2014)"
"2205",1504.63643693418,16426.2329658961,"2040","IPCC (2014)"
"2206",1064.640146307,25951.9991272433,"2050","IPCC (2014)"
"2207",9310.2,3.895,"2005","IPCC (2014)"
"2208",9268.9,6.463,"2010","IPCC (2014)"
"2209",9004.58,8.802,"2015","IPCC (2014)"
"2210",8499.54,11.63,"2020","IPCC (2014)"
"2211",7585.04,19.52,"2025","IPCC (2014)"
"2212",6169.04,37.18,"2030","IPCC (2014)"
"2213",4956,82.43,"2035","IPCC (2014)"
"2214",4072.18,142.7,"2040","IPCC (2014)"
"2215",3515.22,213.9,"2045","IPCC (2014)"
"2216",3151.78,291.3,"2050","IPCC (2014)"
"2217",2666.8,471.5,"2060","IPCC (2014)"
"2218",2280.94,743.6,"2070","IPCC (2014)"
"2219",1984.76,1109,"2080","IPCC (2014)"
"2220",1711,1704,"2090","IPCC (2014)"
"2221",1588.28,2172,"2100","IPCC (2014)"
"2222",9310.2,3.868,"2005","IPCC (2014)"
"2223",9279.52,6.296,"2010","IPCC (2014)"
"2224",9048.24,8.417,"2015","IPCC (2014)"
"2225",8711.94,10.12,"2020","IPCC (2014)"
"2226",8303.66,12.54,"2025","IPCC (2014)"
"2227",7796.26,15.98,"2030","IPCC (2014)"
"2228",7075.28,23.34,"2035","IPCC (2014)"
"2229",6342.5,33.97,"2040","IPCC (2014)"
"2230",5660.46,49.45,"2045","IPCC (2014)"
"2231",5051.58,70.82,"2050","IPCC (2014)"
"2232",4127.64,130,"2060","IPCC (2014)"
"2233",3570.68,199,"2070","IPCC (2014)"
"2234",3207.24,273.5,"2080","IPCC (2014)"
"2235",2898.08,368.7,"2090","IPCC (2014)"
"2236",2701.02,449.3,"2100","IPCC (2014)"
"2237",8937.32,0.5813,"2005","IPCC (2014)"
"2238",8998.68,0.9787,"2010","IPCC (2014)"
"2239",7686.52,46.88,"2015","IPCC (2014)"
"2240",6405.04,63.06,"2020","IPCC (2014)"
"2241",5723,77.91,"2025","IPCC (2014)"
"2242",5201.44,95.09,"2030","IPCC (2014)"
"2243",4618.52,120.9,"2035","IPCC (2014)"
"2244",3980.14,162.5,"2040","IPCC (2014)"
"2245",3370.08,230,"2045","IPCC (2014)"
"2246",2881.56,330.9,"2050","IPCC (2014)"
"2247",2232.56,662.3,"2060","IPCC (2014)"
"2248",1812.48,1186,"2070","IPCC (2014)"
"2249",1526.92,1926,"2080","IPCC (2014)"
"2250",1328.68,2881,"2090","IPCC (2014)"
"2251",1241.36,3596,"2100","IPCC (2014)"
"2252",2425.86545454545,49.142,"2020","IPCC (2014)"
"2253",1923.07818181818,305.436,"2030","IPCC (2014)"
"2254",1630.33090909091,999.601,"2040","IPCC (2014)"
"2255",1464.48727272727,2305.34,"2050","IPCC (2014)"
"2256",1369.98,4255.65,"2060","IPCC (2014)"
"2257",1314.52,6050.789,"2070","IPCC (2014)"
"2258",1283.84,8743.814,"2080","IPCC (2014)"
"2259",1267.32,10836.645,"2090","IPCC (2014)"
"2260",1256.7,12304.605,"2100","IPCC (2014)"
"2261",2425.86545454545,22.98,"2020","IPCC (2014)"
"2262",1923.07818181818,22.98,"2030","IPCC (2014)"
"2263",1630.33090909091,49.704,"2040","IPCC (2014)"
"2264",1464.48727272727,219.202,"2050","IPCC (2014)"
"2265",1369.98,588.657,"2060","IPCC (2014)"
"2266",1314.52,1487.59,"2070","IPCC (2014)"
"2267",1283.84,2484.042,"2080","IPCC (2014)"
"2268",1267.32,3634.811,"2090","IPCC (2014)"
"2269",1256.7,5009.832,"2100","IPCC (2014)"
"2270",2425.86545454545,109.745,"2020","IPCC (2014)"
"2271",1923.07818181818,157.16,"2030","IPCC (2014)"
"2272",1630.33090909091,585.458,"2040","IPCC (2014)"
"2273",1464.48727272727,1919.995,"2050","IPCC (2014)"
"2274",1369.98,4116.954,"2060","IPCC (2014)"
"2275",1314.52,6154.018,"2070","IPCC (2014)"
"2276",1283.84,9210.047,"2080","IPCC (2014)"
"2277",1267.32,13693.476,"2090","IPCC (2014)"
"2278",1256.7,17839.117,"2100","IPCC (2014)"
"2279",2425.86545454545,67.658,"2020","IPCC (2014)"
"2280",1923.07818181818,348.217,"2030","IPCC (2014)"
"2281",1630.33090909091,1147.102,"2040","IPCC (2014)"
"2282",1464.48727272727,2762.723,"2050","IPCC (2014)"
"2283",1369.98,5045.454,"2060","IPCC (2014)"
"2284",1314.52,7719.16,"2070","IPCC (2014)"
"2285",1283.84,11444.995,"2080","IPCC (2014)"
"2286",1267.32,16574.385,"2090","IPCC (2014)"
"2287",1256.7,22062.825,"2100","IPCC (2014)"
"2288",8536.52735351562,21.2256362304688,"2010","IPCC (2014)"
"2289",6542.21615234375,111.553077636719,"2020","IPCC (2014)"
"2290",4350.46899902344,420.864257324219,"2030","IPCC (2014)"
"2291",2838.33904296875,2106.04163232422,"2040","IPCC (2014)"
"2292",2624.23299804687,3882.03463232422,"2050","IPCC (2014)"
"2293",2558.56697753906,5753.48363232422,"2060","IPCC (2014)"
"2294",2525.84560058594,7750.49263232422,"2070","IPCC (2014)"
"2295",2508.22223144531,9922.76313232422,"2080","IPCC (2014)"
"2296",2497.08223632812,12259.2441323242,"2090","IPCC (2014)"
"2297",2489.77781738281,14738.9871323242,"2100","IPCC (2014)"
"2298",8536.52735351562,21.8036811523437,"2010","IPCC (2014)"
"2299",5527.42421875,151.535132324219,"2020","IPCC (2014)"
"2300",2960.9772265625,701.703819824219,"2030","IPCC (2014)"
"2301",1681.29689941406,3557.16788232422,"2040","IPCC (2014)"
"2302",1486.61893798828,6329.51763232422,"2050","IPCC (2014)"
"2303",1411.42361083984,9444.32613232422,"2060","IPCC (2014)"
"2304",1372.32660400391,13070.4941323242,"2070","IPCC (2014)"
"2305",1350.57770019531,17231.4731323242,"2080","IPCC (2014)"
"2306",1337.90494384766,21956.7911323242,"2090","IPCC (2014)"
"2307",1330.10602539062,27300.3531323242,"2100","IPCC (2014)"
"2308",8536.52735351562,21.3857729492188,"2010","IPCC (2014)"
"2309",5803.6825,110.067241699219,"2020","IPCC (2014)"
"2310",3199.65325683594,429.623226074219,"2030","IPCC (2014)"
"2311",1901.95733154297,1271.59150732422,"2040","IPCC (2014)"
"2312",1571.294453125,2483.68963232422,"2050","IPCC (2014)"
"2313",1461.01241943359,3942.34688232422,"2060","IPCC (2014)"
"2314",1411.39350585937,5621.78963232422,"2070","IPCC (2014)"
"2315",1385.73268310547,7495.86163232422,"2080","IPCC (2014)"
"2316",1371.15783935547,9572.35413232422,"2090","IPCC (2014)"
"2317",1362.35580566406,11886.4101323242,"2100","IPCC (2014)"
"2318",3315.86018,39.34,"2010","IPCC (2014)"
"2319",3921.37364,78.189,"2015","IPCC (2014)"
"2320",3921.35594,78.193,"2020","IPCC (2014)"
"2321",3921.32054,78.2,"2025","IPCC (2014)"
"2322",3921.28632,78.207,"2030","IPCC (2014)"
"2323",3921.23794,78.216,"2035","IPCC (2014)"
"2324",3919.44434,78.565,"2040","IPCC (2014)"
"2325",3913.22692,79.792,"2045","IPCC (2014)"
"2326",3907.93108,80.858,"2050","IPCC (2014)"
"2327",3905.63952,81.302,"2060","IPCC (2014)"
"2328",3901.22986,82.236,"2070","IPCC (2014)"
"2329",3893.42534,83.882,"2080","IPCC (2014)"
"2330",3889.43458,84.742,"2090","IPCC (2014)"
"2331",3885.78012,85.54,"2100","IPCC (2014)"
"2332",3315.86018,39.34,"2010","IPCC (2014)"
"2333",2784.76696,78.509,"2015","IPCC (2014)"
"2334",2761.09616,81.216,"2020","IPCC (2014)"
"2335",2639.55498,97.184,"2025","IPCC (2014)"
"2336",2344.3591,157.254,"2030","IPCC (2014)"
"2337",1862.32084,425.777,"2035","IPCC (2014)"
"2338",1488.0508,1294.893,"2040","IPCC (2014)"
"2339",1275.21774,3213.881,"2045","IPCC (2014)"
"2340",1156.14866,6333.825,"2050","IPCC (2014)"
"2341",1030.60374,15275.847,"2060","IPCC (2014)"
"2342",982.25678,26775.627,"2070","IPCC (2014)"
"2343",943.76518,42188.763,"2080","IPCC (2014)"
"2344",916.87416,61015.808,"2090","IPCC (2014)"
"2345",898.39064,81192.422,"2100","IPCC (2014)"
"2346",3315.86018,39.34,"2010","IPCC (2014)"
"2347",2787.63082,78.189,"2015","IPCC (2014)"
"2348",2787.57182,78.196,"2020","IPCC (2014)"
"2349",2787.50102,78.204,"2025","IPCC (2014)"
"2350",2787.4373,78.211,"2030","IPCC (2014)"
"2351",2787.35116,78.221,"2035","IPCC (2014)"
"2352",2784.44836,78.545,"2040","IPCC (2014)"
"2353",2774.10684,79.714,"2045","IPCC (2014)"
"2354",2766.1501,80.629,"2050","IPCC (2014)"
"2355",2745.05052,82.451,"2060","IPCC (2014)"
"2356",2530.28462,115.184,"2070","IPCC (2014)"
"2357",1955.30012,341.66,"2080","IPCC (2014)"
"2358",1499.08498,1244.217,"2090","IPCC (2014)"
"2359",1269.4086,3310.139,"2100","IPCC (2014)"
"2360",3317.80954,39.248,"2010","IPCC (2014)"
"2361",2512.4383,118.526,"2015","IPCC (2014)"
"2362",2212.09054,200.31,"2020","IPCC (2014)"
"2363",2116.09518,241.875,"2025","IPCC (2014)"
"2364",2112.1292,243.83,"2030","IPCC (2014)"
"2365",2002.67948,307.28,"2035","IPCC (2014)"
"2366",1716.28994,624.961,"2040","IPCC (2014)"
"2367",1439.59528,1554.015,"2045","IPCC (2014)"
"2368",1261.64892,3444.953,"2050","IPCC (2014)"
"2369",1078.4492,10020.991,"2060","IPCC (2014)"
"2370",1011.34614,19839.117,"2070","IPCC (2014)"
"2371",960.60968,34257.44,"2080","IPCC (2014)"
"2372",927.1024,52715.414,"2090","IPCC (2014)"
"2373",905.0777,72966.561,"2100","IPCC (2014)"
"2374",3316.48558,39.31,"2010","IPCC (2014)"
"2375",2788.15946,78.131,"2015","IPCC (2014)"
"2376",2787.53406,78.2,"2020","IPCC (2014)"
"2377",2786.90984,78.27,"2025","IPCC (2014)"
"2378",2786.90984,78.27,"2030","IPCC (2014)"
"2379",2783.51852,78.649,"2035","IPCC (2014)"
"2380",2749.62184,82.572,"2040","IPCC (2014)"
"2381",2599.44678,103.334,"2045","IPCC (2014)"
"2382",2271.50826,179.251,"2050","IPCC (2014)"
"2383",1534.15222,922.548,"2060","IPCC (2014)"
"2384",1238.67786,3890.612,"2070","IPCC (2014)"
"2385",1079.61386,10918.584,"2080","IPCC (2014)"
"2386",997.44692,22802.285,"2090","IPCC (2014)"
"2387",952.10424,37981.301,"2100","IPCC (2014)"
"2388",2649.37221657296,37.5368504512117,"2010","IPCC (2014)"
"2389",1781.0026832826,164.46868480438,"2015","IPCC (2014)"
"2390",1618.58709993445,232.644839451667,"2020","IPCC (2014)"
"2391",1494.03512598564,310.660940014512,"2025","IPCC (2014)"
"2392",1380.62584866283,412.825002353739,"2030","IPCC (2014)"
"2393",1258.73766375935,571.714304064927,"2035","IPCC (2014)"
"2394",1152.40436491019,786.064589896598,"2040","IPCC (2014)"
"2395",1055.60222571652,1077.82672709402,"2045","IPCC (2014)"
"2396",963.483954668742,1496.00699012703,"2050","IPCC (2014)"
"2397",885,2072.13867071528,"2055","IPCC (2014)"
"2398",885,2865.19668299427,"2060","IPCC (2014)"
"2399",885,3548.82762697871,"2065","IPCC (2014)"
"2400",885,4237.36530843019,"2070","IPCC (2014)"
"2401",885,4946.66519233163,"2075","IPCC (2014)"
"2402",885,5676.34139353973,"2080","IPCC (2014)"
"2403",885,6446.97633751284,"2085","IPCC (2014)"
"2404",885,7216.23666607836,"2090","IPCC (2014)"
"2405",885,7986.90253301693,"2095","IPCC (2014)"
"2406",885,8754.57804488186,"2100","IPCC (2014)"
