"installation_cost","cumcap","year","prog"
"500",2450.05624023437,11940.7271323242,"2090","IPCC (2014)"
"501",2441.83830078125,15077.8361323242,"2100","IPCC (2014)"
"502",8536.52735351562,21.3824409179688,"2010","IPCC (2014)"
"503",5760.09970703125,115.641608886719,"2020","IPCC (2014)"
"504",3183.93384765625,457.439757324219,"2030","IPCC (2014)"
"505",1718.01748535156,2929.66588232422,"2040","IPCC (2014)"
"506",1499.08513671875,5061.28713232422,"2050","IPCC (2014)"
"507",1422.03784912109,7359.20563232422,"2060","IPCC (2014)"
"508",1384.30420898438,9862.18913232422,"2070","IPCC (2014)"
"509",1363.65968261719,12547.3281323242,"2080","IPCC (2014)"
"510",1351.41891113281,15422.4211323242,"2090","IPCC (2014)"
"511",1343.72283935547,18483.0611323242,"2100","IPCC (2014)"
"512",8536.52735351562,21.3824409179688,"2010","IPCC (2014)"
"513",5763.48875,115.156726074219,"2020","IPCC (2014)"
"514",2855.38912109375,898.989257324219,"2030","IPCC (2014)"
"515",1781.65134765625,2647.30738232422,"2040","IPCC (2014)"
"516",1535.75357910156,4700.75713232422,"2050","IPCC (2014)"
"517",1441.51346679688,6971.70013232422,"2060","IPCC (2014)"
"518",1395.98969482422,9448.47113232422,"2070","IPCC (2014)"
"519",1371.23086914062,12079.4751323242,"2080","IPCC (2014)"
"520",1356.58904541016,14898.4671323242,"2090","IPCC (2014)"
"521",1347.42330322266,17908.6691323242,"2100","IPCC (2014)"
"522",8536.52735351562,21.8035483398438,"2010","IPCC (2014)"
"523",5592.08337890625,141.876179199219,"2020","IPCC (2014)"
"524",2983.71239257812,647.949444824219,"2030","IPCC (2014)"
"525",1776.32305419922,2450.61213232422,"2040","IPCC (2014)"
"526",1509.76678710937,5116.47863232422,"2050","IPCC (2014)"
"527",1434.70066650391,8257.82813232422,"2060","IPCC (2014)"
"528",1396.46129150391,11851.9651323242,"2070","IPCC (2014)"
"529",1375.04512695312,15872.5191323242,"2080","IPCC (2014)"
"530",1362.54781494141,20454.9311323242,"2090","IPCC (2014)"
"531",1355.07875488281,25624.6211323242,"2100","IPCC (2014)"
"532",8536.52735351562,21.3857729492188,"2010","IPCC (2014)"
"533",5754.63125976563,111.206960449219,"2020","IPCC (2014)"
"534",3180.24029785156,438.778757324219,"2030","IPCC (2014)"
"535",1901.58584472656,1297.42375732422,"2040","IPCC (2014)"
"536",1570.60376708984,2532.14313232422,"2050","IPCC (2014)"
"537",1459.65092529297,4013.67063232422,"2060","IPCC (2014)"
"538",1409.93463867187,5717.36463232422,"2070","IPCC (2014)"
"539",1384.20381103516,7612.51163232422,"2080","IPCC (2014)"
"540",1369.58690673828,9715.96313232422,"2090","IPCC (2014)"
"541",1360.75952148438,12065.0781323242,"2100","IPCC (2014)"
"542",8536.52735351562,21.8073823242188,"2010","IPCC (2014)"
"543",5701.8591015625,123.184976074219,"2020","IPCC (2014)"
"544",3089.03891601562,511.547319824219,"2030","IPCC (2014)"
"545",1829.53281494141,1554.69213232422,"2040","IPCC (2014)"
"546",1517.18427978516,3164.27863232422,"2050","IPCC (2014)"
"547",1422.69684570312,5234.72063232422,"2060","IPCC (2014)"
"548",1384.16203857422,7771.60863232422,"2070","IPCC (2014)"
"549",1362.90965087891,10806.9991323242,"2080","IPCC (2014)"
"550",1350.72318359375,14366.2381323242,"2090","IPCC (2014)"
"551",1343.51080810547,18451.8171323242,"2100","IPCC (2014)"
"552",3315.86018,39.34,"2010","IPCC (2014)"
"553",3921.37364,78.189,"2015","IPCC (2014)"
"554",3921.3288,78.198,"2020","IPCC (2014)"
"555",3921.27688,78.208,"2025","IPCC (2014)"
"556",3921.2285,78.218,"2030","IPCC (2014)"
"557",3919.47384,78.559,"2035","IPCC (2014)"
"558",3916.59818,79.123,"2040","IPCC (2014)"
"559",3914.42698,79.553,"2045","IPCC (2014)"
"560",3913.17146,79.803,"2050","IPCC (2014)"
"561",3912.19678,79.953,"2060","IPCC (2014)"
"562",3909.14766,80.612,"2070","IPCC (2014)"
"563",3905.91918,81.269,"2080","IPCC (2014)"
"564",3904.90792,81.476,"2090","IPCC (2014)"
"565",3902.50662,81.971,"2100","IPCC (2014)"
"566",3315.86018,39.34,"2010","IPCC (2014)"
"567",2787.455,78.209,"2015","IPCC (2014)"
"568",2781.56798,78.868,"2020","IPCC (2014)"
"569",2723.12848,85.815,"2025","IPCC (2014)"
"570",2514.87736,118.062,"2030","IPCC (2014)"
"571",2041.83188,282.288,"2035","IPCC (2014)"
"572",1616.47256,840.002,"2040","IPCC (2014)"
"573",1363.3661,2126.34,"2045","IPCC (2014)"
"574",1219.50168,4324.879,"2050","IPCC (2014)"
"575",1064.1299,11309.863,"2060","IPCC (2014)"
"576",1001.41526,21897.825,"2070","IPCC (2014)"
"577",953.73264,37227.206,"2080","IPCC (2014)"
"578",922.78124,56021.842,"2090","IPCC (2014)"
"579",902.0923,76491.077,"2100","IPCC (2014)"
"580",3315.86018,39.34,"2010","IPCC (2014)"
"581",2787.05144,78.254,"2015","IPCC (2014)"
"582",2778.76548,79.184,"2020","IPCC (2014)"
"583",2709.82044,87.506,"2025","IPCC (2014)"
"584",2485.3101,123.854,"2030","IPCC (2014)"
"585",1909.34148,380.132,"2035","IPCC (2014)"
"586",1465.89394,1405.46,"2040","IPCC (2014)"
"587",1240.78416,3846.583,"2045","IPCC (2014)"
"588",1125.5135,7777.045,"2050","IPCC (2014)"
"589",1011.66474,18343.68,"2060","IPCC (2014)"
"590",968.59002,31201.886,"2070","IPCC (2014)"
"591",933.38236,48367.333,"2080","IPCC (2014)"
"592",908.43008,69268.377,"2090","IPCC (2014)"
"593",891.25282,91431.987,"2100","IPCC (2014)"
"594",3315.86018,39.34,"2010","IPCC (2014)"
"595",3921.37364,78.189,"2015","IPCC (2014)"
"596",3921.33588,78.197,"2020","IPCC (2014)"
"597",3921.29104,78.206,"2025","IPCC (2014)"
"598",3921.2403,78.215,"2030","IPCC (2014)"
"599",3921.19664,78.224,"2035","IPCC (2014)"
"600",3919.75114,78.505,"2040","IPCC (2014)"
"601",3914.05882,79.626,"2045","IPCC (2014)"
"602",3908.83968,80.674,"2050","IPCC (2014)"
"603",3906.74164,81.089,"2060","IPCC (2014)"
"604",3902.32018,82.01,"2070","IPCC (2014)"
"605",3895.58356,83.423,"2080","IPCC (2014)"
"606",3892.68902,84.04,"2090","IPCC (2014)"
"607",3888.73956,84.893,"2100","IPCC (2014)"
"608",3315.86018,39.34,"2010","IPCC (2014)"
"609",2787.63082,78.189,"2015","IPCC (2014)"
"610",2787.53996,78.2,"2020","IPCC (2014)"
"611",2785.35814,78.443,"2025","IPCC (2014)"
"612",2752.055,82.282,"2030","IPCC (2014)"
"613",2463.91552,128.279,"2035","IPCC (2014)"
"614",1977.20446,325.156,"2040","IPCC (2014)"
"615",1599.16668,887.119,"2045","IPCC (2014)"
"616",1364.5048,2115.835,"2050","IPCC (2014)"
"617",1119.18162,7275.884,"2060","IPCC (2014)"
"618",1032.63688,16235.004,"2070","IPCC (2014)"
"619",971.7772,30085.535,"2080","IPCC (2014)"
"620",934.31574,47763.626,"2090","IPCC (2014)"
"621",910.65202,66955.716,"2100","IPCC (2014)"
"622",3315.86018,39.34,"2010","IPCC (2014)"
"623",2782.28306,78.788,"2015","IPCC (2014)"
"624",2744.44518,83.193,"2020","IPCC (2014)"
"625",2588.96956,105.024,"2025","IPCC (2014)"
"626",2267.44906,180.594,"2030","IPCC (2014)"
"627",1898.35214,390.186,"2035","IPCC (2014)"
"628",1600.66056,882.915,"2040","IPCC (2014)"
"629",1394.96414,1859.143,"2045","IPCC (2014)"
"630",1257.28646,3524.039,"2050","IPCC (2014)"
"631",1085.8832,9449.794,"2060","IPCC (2014)"
"632",1014.93806,19159.311,"2070","IPCC (2014)"
"633",961.72714,33806.014,"2080","IPCC (2014)"
"634",927.6216,52336.145,"2090","IPCC (2014)"
"635",905.56622,72411.148,"2100","IPCC (2014)"
"636",3315.86018,39.34,"2010","IPCC (2014)"
"637",2786.04844,78.366,"2015","IPCC (2014)"
"638",2771.5427,80.007,"2020","IPCC (2014)"
"639",2674.06998,92.266,"2025","IPCC (2014)"
"640",2399.58546,142.901,"2030","IPCC (2014)"
"641",2016.5492,298.099,"2035","IPCC (2014)"
"642",1678.2786,696.932,"2040","IPCC (2014)"
"643",1437.96806,1563.894,"2045","IPCC (2014)"
"644",1277.94118,3170.078,"2050","IPCC (2014)"
"645",1087.16704,9298.064,"2060","IPCC (2014)"
"646",1013.6967,19390.494,"2070","IPCC (2014)"
"647",961.86992,33748.759,"2080","IPCC (2014)"
"648",929.64176,50895.268,"2090","IPCC (2014)"
"649",908.34984,69353.512,"2100","IPCC (2014)"
"650",3315.86018,39.34,"2010","IPCC (2014)"
"651",2787.62846,78.19,"2015","IPCC (2014)"
"652",2787.53052,78.201,"2020","IPCC (2014)"
"653",2787.43494,78.211,"2025","IPCC (2014)"
"654",2787.34526,78.221,"2030","IPCC (2014)"
"655",2783.9327,78.603,"2035","IPCC (2014)"
"656",2750.42306,82.476,"2040","IPCC (2014)"
"657",2602.17258,102.901,"2045","IPCC (2014)"
"658",2276.7805,177.527,"2050","IPCC (2014)"
"659",1538.19254,909.854,"2060","IPCC (2014)"
"660",1241.05556,3840.97,"2070","IPCC (2014)"
"661",1081.35318,10770.649,"2080","IPCC (2014)"
"662",998.73902,22502.372,"2090","IPCC (2014)"
"663",952.70958,37698.711,"2100","IPCC (2014)"
"664",3316.91982,39.29,"2010","IPCC (2014)"
"665",2436.82744,134.185,"2015","IPCC (2014)"
"666",2063.10492,269.842,"2020","IPCC (2014)"
"667",1844.52762,444.973,"2025","IPCC (2014)"
"668",1665.01658,724.676,"2030","IPCC (2014)"
"669",1496.88782,1254.091,"2035","IPCC (2014)"
"670",1356.5516,2190.725,"2040","IPCC (2014)"
"671",1248.99814,3681.234,"2045","IPCC (2014)"
"672",1168.57052,5852.295,"2050","IPCC (2014)"
"673",1052.60248,12586.517,"2060","IPCC (2014)"
"674",996.22444,23091.103,"2070","IPCC (2014)"
"675",951.30774,38357.949,"2080","IPCC (2014)"
"676",921.81836,56796.349,"2090","IPCC (2014)"
"677",902.0628,76527.799,"2100","IPCC (2014)"
"678",3316.9623,39.288,"2010","IPCC (2014)"
"679",2492.88216,122.336,"2015","IPCC (2014)"
"680",2169.82648,217.333,"2020","IPCC (2014)"
"681",2013.22632,300.264,"2025","IPCC (2014)"
"682",1894.55136,393.747,"2030","IPCC (2014)"
"683",1737.53466,589.071,"2035","IPCC (2014)"
"684",1560.86978,1004.91,"2040","IPCC (2014)"
"685",1400.81458,1814.746,"2045","IPCC (2014)"
"686",1274.44484,3226.481,"2050","IPCC (2014)"
"687",1099.82018,8494.363,"2060","IPCC (2014)"
"688",1024.15268,17554.66,"2070","IPCC (2014)"
"689",968.04132,31399.798,"2080","IPCC (2014)"
"690",933.02482,48601.256,"2090","IPCC (2014)"
"691",910.54228,67067.701,"2100","IPCC (2014)"
"692",3317.73402,39.252,"2010","IPCC (2014)"
"693",2512.35924,118.541,"2015","IPCC (2014)"
"694",2212.00322,200.343,"2020","IPCC (2014)"
"695",2115.94178,241.951,"2025","IPCC (2014)"
"696",2112.49146,243.651,"2030","IPCC (2014)"
"697",2094.34896,252.86,"2035","IPCC (2014)"
"698",2029.75812,289.694,"2040","IPCC (2014)"
"699",1888.51094,399.496,"2045","IPCC (2014)"
"700",1688.8691,675.798,"2050","IPCC (2014)"
"701",1310.90212,2363.944,"2060","IPCC (2014)"
"702",1147.41666,6705.174,"2070","IPCC (2014)"
"703",1040.75174,15096.099,"2080","IPCC (2014)"
"704",979.4,27626.516,"2090","IPCC (2014)"
"705",943.05718,42575.171,"2100","IPCC (2014)"
"706",2649.36189708554,37.5374145157785,"2010","IPCC (2014)"
"707",1781.3946076614,164.337125257933,"2015","IPCC (2014)"
"708",1620.21324951483,231.801215958978,"2020","IPCC (2014)"
"709",1503.01314071347,304.020430723918,"2025","IPCC (2014)"
"710",1401.11826940989,391.508519661413,"2030","IPCC (2014)"
"711",1267.32059061149,561.467231182483,"2035","IPCC (2014)"
"712",1151.45212334739,792.031673307114,"2040","IPCC (2014)"
"713",1051.04031157066,1098.35641965177,"2045","IPCC (2014)"
"714",955.333732849211,1545.92136746216,"2050","IPCC (2014)"
"715",885,2151.60170215578,"2055","IPCC (2014)"
"716",885,2914.08765764342,"2060","IPCC (2014)"
"717",885,3580.29016862955,"2065","IPCC (2014)"
"718",885,4255.38243324259,"2070","IPCC (2014)"
"719",885,4947.95627089236,"2075","IPCC (2014)"
"720",885,5665.06427452335,"2080","IPCC (2014)"
"721",885,6396.17663646197,"2085","IPCC (2014)"
"722",885,7119.19573780059,"2090","IPCC (2014)"
"723",885,7852.71820984918,"2095","IPCC (2014)"
"724",885,8588.18894408022,"2100","IPCC (2014)"
"725",2649.35382871767,37.5378555408455,"2010","IPCC (2014)"
"726",1781.43892740294,164.32224756521,"2015","IPCC (2014)"
"727",1555.130166874,268.827837984898,"2020","IPCC (2014)"
"728",1412.5297534644,380.243274201616,"2025","IPCC (2014)"
"729",1307.01176640181,502.707667546009,"2030","IPCC (2014)"
"730",1201.71354403916,679.309266848369,"2035","IPCC (2014)"
"731",1083.68349991816,984.182173178824,"2040","IPCC (2014)"
"732",981.606833237337,1402.67837552177,"2045","IPCC (2014)"
"733",901.260966567814,1904.06755075287,"2050","IPCC (2014)"
"734",885,2553.96732880504,"2055","IPCC (2014)"
"735",885,3177.0954200397,"2060","IPCC (2014)"
"736",885,3774.91096534755,"2065","IPCC (2014)"
"737",885,4400.67427168692,"2070","IPCC (2014)"
"738",885,5044.47355564446,"2075","IPCC (2014)"
"739",885,5687.83688923499,"2080","IPCC (2014)"
"740",885,6335.9162258964,"2085","IPCC (2014)"
"741",885,6996.83550882987,"2090","IPCC (2014)"
"742",885,7682.66646512858,"2095","IPCC (2014)"
"743",885,8397.89652482806,"2100","IPCC (2014)"
"744",1504.63643693418,5699.51379279163,"2040","IPCC (2014)"
"745",1064.640146307,7409.37200300985,"2050","IPCC (2014)"
"746",1504.63643693418,888.036461236992,"2040","IPCC (2014)"
"747",1064.640146307,2369.67121669919,"2050","IPCC (2014)"
"748",1504.63643693418,3855.01525042808,"2040","IPCC (2014)"
"749",1064.640146307,9248.78105462528,"2050","IPCC (2014)"
"750",1504.63643693418,14.2746744584263,"2040","IPCC (2014)"
"751",1064.640146307,2177.50064087886,"2050","IPCC (2014)"
"752",4247.34737933329,1.74073276720293,"2010","IPCC (2014)"
"753",3572.75646886876,12.3748212176118,"2015","IPCC (2014)"
"754",3005.30840812767,278.398866826617,"2020","IPCC (2014)"
"755",2527.98608110863,289.532394870978,"2025","IPCC (2014)"
"756",2126.47514300842,1549.70942676808,"2030","IPCC (2014)"
"757",1504.63643693418,4195.6151545244,"2040","IPCC (2014)"
"758",1064.640146307,7918.7432386243,"2050","IPCC (2014)"
"759",1504.63643693418,9.4528076716311,"2040","IPCC (2014)"
"760",1064.640146307,1594.83282602275,"2050","IPCC (2014)"
"761",2126.47514300842,1344.7813794202,"2030","IPCC (2014)"
"762",1504.63643693418,3563.58061716842,"2040","IPCC (2014)"
"763",1064.640146307,7396.15855343063,"2050","IPCC (2014)"
"764",9310.2,3.895,"2005","IPCC (2014)"
"765",9268.9,6.412,"2010","IPCC (2014)"
"766",9023.46,8.634,"2015","IPCC (2014)"
"767",8683.62,10.37,"2020","IPCC (2014)"
"768",8315.46,12.51,"2025","IPCC (2014)"
"769",7922.52,15.08,"2030","IPCC (2014)"
"770",7371.46,19.84,"2035","IPCC (2014)"
"771",6738.98,27.37,"2040","IPCC (2014)"
"772",6034.52,40.18,"2045","IPCC (2014)"
"773",5365.46,58.46,"2050","IPCC (2014)"
"774",4258.62,119.4,"2060","IPCC (2014)"
"775",3593.1,195.1,"2070","IPCC (2014)"
"776",3197.8,274.9,"2080","IPCC (2014)"
"777",2828.46,396,"2090","IPCC (2014)"
"778",2578.3,514.6,"2100","IPCC (2014)"
"779",9310.2,3.895,"2005","IPCC (2014)"
"780",9267.72,6.416,"2010","IPCC (2014)"
"781",9017.56,8.665,"2015","IPCC (2014)"
"782",8661.2,10.49,"2020","IPCC (2014)"
"783",8222.24,13.18,"2025","IPCC (2014)"
"784",7670,17.11,"2030","IPCC (2014)"
"785",6900.64,25.79,"2035","IPCC (2014)"
"786",6067.56,40.17,"2040","IPCC (2014)"
"787",5280.5,62.51,"2045","IPCC (2014)"
"788",4627.96,93.54,"2050","IPCC (2014)"
"789",3652.1,188.9,"2060","IPCC (2014)"
"790",3057.38,316.9,"2070","IPCC (2014)"
"791",2574.76,522.4,"2080","IPCC (2014)"
"792",2225.48,796.6,"2090","IPCC (2014)"
"793",2048.48,1002,"2100","IPCC (2014)"
"794",9310.2,3.895,"2005","IPCC (2014)"
"795",9271.26,6.452,"2010","IPCC (2014)"
"796",9019.92,8.727,"2015","IPCC (2014)"
"797",8538.48,11.38,"2020","IPCC (2014)"
"798",7678.26,18.34,"2025","IPCC (2014)"
"799",6466.4,31.7,"2030","IPCC (2014)"
"800",5501.16,56.56,"2035","IPCC (2014)"
"801",4712.92,89.96,"2040","IPCC (2014)"
"802",4109.94,134.4,"2045","IPCC (2014)"
"803",3647.38,190.6,"2050","IPCC (2014)"
"804",2912.24,370.5,"2060","IPCC (2014)"
"805",2371.8,668.7,"2070","IPCC (2014)"
"806",1990.66,1102,"2080","IPCC (2014)"
"807",1744.04,1605,"2090","IPCC (2014)"
"808",1621.32,1986,"2100","IPCC (2014)"
"809",9799.9,16.67,"2005","IPCC (2014)"
"810",9130.84,29.96,"2010","IPCC (2014)"
"811",7680.62,46.9,"2015","IPCC (2014)"
"812",6440.44,62.11,"2020","IPCC (2014)"
"813",5979.06,70.81,"2025","IPCC (2014)"
"814",5865.78,73.53,"2030","IPCC (2014)"
"815",5753.68,76.16,"2035","IPCC (2014)"
"816",5512.96,81.76,"2040","IPCC (2014)"
"817",5013.82,95.8,"2045","IPCC (2014)"
"818",4403.76,121.3,"2050","IPCC (2014)"
"819",3574.22,195.5,"2060","IPCC (2014)"
"820",3017.26,300.9,"2070","IPCC (2014)"
"821",2544.08,472.1,"2080","IPCC (2014)"
"822",2171.2,724.4,"2090","IPCC (2014)"
"823",1993.02,916.3,"2100","IPCC (2014)"
"824",3278.79090909091,22.98,"2020","IPCC (2014)"
"825",3014.9,22.98,"2030","IPCC (2014)"
"826",2834.36,26.38,"2040","IPCC (2014)"
"827",2715.71636363636,26.38,"2050","IPCC (2014)"
"828",2637.3,26.38,"2060","IPCC (2014)"
"829",2584.2,29.293,"2070","IPCC (2014)"
"830",2549.98,29.293,"2080","IPCC (2014)"
"831",2528.74,29.293,"2090","IPCC (2014)"
"832",2514.58,33.535,"2100","IPCC (2014)"
"833",2425.86545454545,62.807,"2020","IPCC (2014)"
"834",1923.07818181818,328.305,"2030","IPCC (2014)"
"835",1630.33090909091,1123.333,"2040","IPCC (2014)"
"836",1464.48727272727,2778.483,"2050","IPCC (2014)"
"837",1369.98,4981.638,"2060","IPCC (2014)"
"838",1314.52,7635.067,"2070","IPCC (2014)"
"839",1283.84,11340.2,"2080","IPCC (2014)"
"840",1267.32,16428.447,"2090","IPCC (2014)"
"841",1256.7,21924.844,"2100","IPCC (2014)"
"842",2425.86545454545,62.743,"2020","IPCC (2014)"
"843",1923.07818181818,327.911,"2030","IPCC (2014)"
"844",1630.33090909091,799.002,"2040","IPCC (2014)"
"845",1464.48727272727,1704.518,"2050","IPCC (2014)"
"846",1369.98,3268.085,"2060","IPCC (2014)"
"847",1314.52,5788.71,"2070","IPCC (2014)"
"848",1283.84,8818.216,"2080","IPCC (2014)"
"849",1267.32,12167.94,"2090","IPCC (2014)"
"850",1256.7,16315.042,"2100","IPCC (2014)"
"851",2425.86545454545,56.74,"2020","IPCC (2014)"
"852",1923.07818181818,293.174,"2030","IPCC (2014)"
"853",1630.33090909091,954.846,"2040","IPCC (2014)"
"854",1464.48727272727,2393.137,"2050","IPCC (2014)"
"855",1369.98,4337.599,"2060","IPCC (2014)"
"856",1314.52,6931.297,"2070","IPCC (2014)"
"857",1283.84,10304.01,"2080","IPCC (2014)"
"858",1267.32,14601.273,"2090","IPCC (2014)"
"859",1256.7,19405.592,"2100","IPCC (2014)"
"860",3278.79090909091,22.98,"2020","IPCC (2014)"
"861",3014.9,22.98,"2030","IPCC (2014)"
"862",2834.36,26.38,"2040","IPCC (2014)"
"863",2715.71636363636,26.38,"2050","IPCC (2014)"
"864",2637.3,26.38,"2060","IPCC (2014)"
"865",2584.2,28.93,"2070","IPCC (2014)"
"866",2549.98,28.93,"2080","IPCC (2014)"
"867",2528.74,28.93,"2090","IPCC (2014)"
"868",2514.58,30.992,"2100","IPCC (2014)"
"869",8536.52735351562,21.2255385742187,"2010","IPCC (2014)"
"870",6593.59627929687,102.945163574219,"2020","IPCC (2014)"
"871",3989.94759765625,770.973007324219,"2030","IPCC (2014)"
"872",2848.54909667969,2233.19263232422,"2040","IPCC (2014)"
"873",2615.69845214844,3936.48313232422,"2050","IPCC (2014)"
"874",2557.34866210937,5658.38813232422,"2060","IPCC (2014)"
"875",2519.830078125,7501.37263232422,"2070","IPCC (2014)"
"876",2493.63528808594,9510.72513232422,"2080","IPCC (2014)"
"877",2478.1267578125,11631.9111323242,"2090","IPCC (2014)"
"878",2467.12792480469,13859.9551323242,"2100","IPCC (2014)"
"879",8536.52735351562,21.2270776367188,"2010","IPCC (2014)"
"880",6598.914921875,100.768804199219,"2020","IPCC (2014)"
"881",4039.76773925781,703.904257324219,"2030","IPCC (2014)"
"882",2873.89288085938,2081.98938232422,"2040","IPCC (2014)"
"883",2635.19610839844,3753.36113232422,"2050","IPCC (2014)"
"884",2554.93680664063,5619.77263232422,"2060","IPCC (2014)"
"885",2515.89309570312,7644.23813232422,"2070","IPCC (2014)"
"886",2494.70956054687,9791.38213232422,"2080","IPCC (2014)"
"887",2480.87077636719,12117.6851323242,"2090","IPCC (2014)"
"888",2471.96575195312,14581.5791323242,"2100","IPCC (2014)"
"889",8536.52735351562,21.3825620117188,"2010","IPCC (2014)"
"890",5679.00524414063,128.916819824219,"2020","IPCC (2014)"
"891",3074.44217773438,565.321319824219,"2030","IPCC (2014)"
"892",1763.73341064453,2720.30438232422,"2040","IPCC (2014)"
"893",1523.10948730469,4838.53463232422,"2050","IPCC (2014)"
"894",1437.68149169922,7159.00763232422,"2060","IPCC (2014)"
"895",1396.14209228516,9650.32913232422,"2070","IPCC (2014)"
"896",1373.47909179687,12301.7651323242,"2080","IPCC (2014)"
"897",1360.05025390625,15134.9531323242,"2090","IPCC (2014)"
"898",1351.61812255859,18152.8471323242,"2100","IPCC (2014)"
"899",8536.52735351562,21.3824409179688,"2010","IPCC (2014)"
"900",5672.61319335938,130.141944824219,"2020","IPCC (2014)"
"901",3008.99740722656,647.967507324219,"2030","IPCC (2014)"
"902",1850.65959716797,1869.07450732422,"2040","IPCC (2014)"
"903",1543.48407714844,3537.01413232422,"2050","IPCC (2014)"
"904",1435.54634277344,5539.95513232422,"2060","IPCC (2014)"
"905",1386.12102294922,7827.60213232422,"2070","IPCC (2014)"
"906",1360.36325927734,10329.7661323242,"2080","IPCC (2014)"
"907",1345.69305908203,13040.3901323242,"2090","IPCC (2014)"
"908",1336.84637207031,15987.0351323242,"2100","IPCC (2014)"
"909",8536.52735351562,21.8074096679688,"2010","IPCC (2014)"
"910",5712.70438476563,123.162108886719,"2020","IPCC (2014)"
"911",3097.79183105469,510.807194824219,"2030","IPCC (2014)"
"912",1827.70692626953,1552.61913232422,"2040","IPCC (2014)"
"913",1515.94795898437,3161.15088232422,"2050","IPCC (2014)"
"914",1421.65973632812,5232.92763232422,"2060","IPCC (2014)"
"915",1383.59580566406,7769.55563232422,"2070","IPCC (2014)"
"916",1362.61436279297,10802.1581323242,"2080","IPCC (2014)"
"917",1350.57957275391,14356.4221323242,"2090","IPCC (2014)"
"918",1343.45967285156,18452.6271323242,"2100","IPCC (2014)"
"919",3315.86018,39.34,"2010","IPCC (2014)"
"920",2787.63082,78.189,"2015","IPCC (2014)"
"921",2787.54114,78.199,"2020","IPCC (2014)"
"922",2785.22244,78.458,"2025","IPCC (2014)"
"923",2751.02958,82.404,"2030","IPCC (2014)"
"924",2196.25022,206.475,"2035","IPCC (2014)"
"925",1580.97108,940.608,"2040","IPCC (2014)"
"926",1277.19778,3181.951,"2045","IPCC (2014)"
"927",1132.79882,7396.2,"2050","IPCC (2014)"
"928",1003.56286,19720.937,"2060","IPCC (2014)"
"929",961.8711,33748.125,"2070","IPCC (2014)"
"930",930.78282,50105.322,"2080","IPCC (2014)"
"931",907.20996,70583.516,"2090","IPCC (2014)"
"932",891.30592,91348.722,"2100","IPCC (2014)"
"933",3315.86018,39.34,"2010","IPCC (2014)"
"934",2787.63082,78.189,"2015","IPCC (2014)"
"935",2787.5671,78.197,"2020","IPCC (2014)"
"936",2787.49866,78.204,"2025","IPCC (2014)"
"937",2787.43612,78.211,"2030","IPCC (2014)"
"938",2573.4915,107.586,"2035","IPCC (2014)"
"939",2103.8161,247.998,"2040","IPCC (2014)"
"940",1710.44304,635.356,"2045","IPCC (2014)"
"941",1466.76714,1400.865,"2050","IPCC (2014)"
"942",1223.22576,3881.961,"2060","IPCC (2014)"
"943",1136.39428,7217.518,"2070","IPCC (2014)"
"944",1067.48818,12031.499,"2080","IPCC (2014)"
"945",1020.09938,18237.169,"2090","IPCC (2014)"
"946",989.2884,24828.051,"2100","IPCC (2014)"
"947",3315.86018,39.34,"2010","IPCC (2014)"
"948",3921.37364,78.189,"2015","IPCC (2014)"
"949",3921.317,78.2,"2020","IPCC (2014)"
"950",3921.26036,78.211,"2025","IPCC (2014)"
"951",3921.20962,78.221,"2030","IPCC (2014)"
"952",3921.14708,78.234,"2035","IPCC (2014)"
"953",3918.67734,78.715,"2040","IPCC (2014)"
"954",3911.12416,80.213,"2045","IPCC (2014)"
"955",3905.2395,81.408,"2050","IPCC (2014)"
"956",3902.34496,81.967,"2060","IPCC (2014)"
"957",3896.3541,83.259,"2070","IPCC (2014)"
"958",3884.35114,85.854,"2080","IPCC (2014)"
"959",3876.84988,87.533,"2090","IPCC (2014)"
"960",3868.43412,89.473,"2100","IPCC (2014)"
"961",3317.78594,39.249,"2010","IPCC (2014)"
"962",2512.29906,118.553,"2015","IPCC (2014)"
"963",2211.86988,200.394,"2020","IPCC (2014)"
"964",2115.85564,241.992,"2025","IPCC (2014)"
"965",2112.13274,243.829,"2030","IPCC (2014)"
"966",2048.97796,278.023,"2035","IPCC (2014)"
"967",1856.36066,432.08,"2040","IPCC (2014)"
"968",1600.7172,882.754,"2045","IPCC (2014)"
"969",1388.6476,1908.742,"2050","IPCC (2014)"
"970",1135.0066,6505.106,"2060","IPCC (2014)"
"971",1042.35418,14884.287,"2070","IPCC (2014)"
"972",977.47896,28219.753,"2080","IPCC (2014)"
"973",938.35016,45267.225,"2090","IPCC (2014)"
"974",913.83802,63820.198,"2100","IPCC (2014)"
"975",3317.02602,39.285,"2010","IPCC (2014)"
"976",2512.043,118.601,"2015","IPCC (2014)"
